art_style,painting,emotion,utterance,repetition
Realism,frederic-remington_the-song-of-hiawatha-illustration,contentment,nice pencil drawing of indians travel on the river by canoe,6
Symbolism,mstislav-dobuzhinsky_petersburg-the-obvodny-canal-1902,amusement,It's interesting to see how the boats were unloaded in the snow of the past.,6
Romanticism,george-frederick-watts_little-red-riding-hood,fear,"At first the child seems nervous, but the more you look into her eyes, the more you pick up her fear of being alone in the woods.  She clutches her basket tightly, indicating the need to protect its contents as she makes her own way in a lonesome country area.",6
Abstract_Expressionism,sam-francis_untitled-from-pasadena-box-lembark-l57-1963,amusement,"Its like a bright splash of color, that brings happiness, the bright purples and yellows especially.",6
Symbolism,mikhail-nesterov_st-mark-the-apostle-1909,awe,"The man is so calm, almost meditative. The lion angel is ponderous.",6
Post_Impressionism,jan-sluyters_the-white-tree,fear,These woods and trees are depicted with very dark colors and shadows,6
Impressionism,childe-hassam_country-fair-new-england,awe,There is a lot going on in this image and it's overwhelming,6
Realism,efim-volkov_the-sea,awe,I am in awe of the beauty of nature and the ocean.,6
Symbolism,mikhail-vrubel_the-alexander-sloboda-1899,fear,The brown shadows in the center make it look like dinosaurs are walking to the city.,6
Realism,george-catlin_ball-play-dance-1835,excitement,The tribesmen with their hands in the air along with the women waiting give an air of excitement. The pasture/plains area in the foreground with the sun also set up the idea od a celebration and excitement.,6
Symbolism,nicholas-roerich_dogra-yumtso-1932,awe,This reminds me of looking at the Great BAsin in Yellowstone.,6
Impressionism,claude-monet_customs-house-at-varengeville-in-the-fog,awe,a cottage overlooking the bluff of the ocean full of sailboats,6
Realism,fernand-khnopff_listening-to-schumann-1883,sadness,The woman in black appears to be in mourning.,5
Realism,gustave-courbet_portrait-of-a-spanish-lady-1855,contentment,The woman's long hair and blue dress flatter her,6
Expressionism,henri-matisse_corner-of-the-artist-s-studio-1912,amusement,This painting is amusing with bright colors and plant growing out of a vase.,6
Post_Impressionism,j.-e.-h.-macdonald_barbados-b-w-i-winter-1932,contentment,The blues and grays in this are soothing.,6
Abstract_Expressionism,sam-francis_untitled-1990-2,anger,The bright yellow and red overtakes the painting with the red reminding me of spattered blood.,6
Color_Field_Painting,frank-stella_seward-park-1958,excitement,This is a strong statement about walls and immigration,5
Color_Field_Painting,gene-davis_equinox-1965,excitement,These are colors that activate my senses and make me feel like taking some kind of action.,5
Art_Nouveau_Modern,aubrey-beardsley_poor-folk-by-dostoievsky,sadness,I don't have a good feeling about this.,5
Pointillism,theo-van-rysselberghe_channel-coast-1892,contentment,The peaceful view of the mountains and sea put me at a sense of ease.,5
Ukiyo_e,kitagawa-utamaro_a-geisha-in-her-lover-s-room-1,excitement,I am aroused by what seems to be a depiction of a romantic couple.,5
Pointillism,theo-van-rysselberghe_the-pointe-de-per-kiridec-at-roscoff,something else,The coast reminds me of a vacation I was on once where the waves were crashing on the rocks sending up a cool mist in the air,6
Mannerism_Late_Renaissance,jacopo-pontormo_madonna-and-child,contentment,The look of absolute love on this mothers face is amazing,5
Early_Renaissance,domenico-ghirlandaio_decoration-of-the-sala-del-gigli-1484-1,fear,He is holding a flag and looks like a fight is about to happen.,5
Expressionism,amedeo-modigliani_stone-head,amusement,The long neck is funny to look at.,5
Art_Nouveau_Modern,aubrey-beardsley_poor-folk-by-dostoievsky,something else,"Very ""impressed"" with this cover or frontispiece- great design, colors, and font",5
Early_Renaissance,carlo-crivelli_saint-paul-1473,awe,seems like a religeous man with the laws from GOD,6
Contemporary_Realism,neil-welliver_two-trout-reflection,amusement,This painting would bring me joy as I would like to find all the creatures involved!,6
Rococo,claude-lorrain_pastoral-landscape-1648,contentment,The sun is setting on a calm scene with calm water and no wind. The people are quietly talking.,5
Mannerism_Late_Renaissance,jacopo-pontormo_mary-with-christ-child-and-saints-1514,awe,The figures look graceful.,44
Minimalism,fernando-calhau_67-night-works-1977,something else,Very confused. What is this?,5
Pointillism,theo-van-rysselberghe_moroccan-market,something else,They all look peaceful.,5
Post_Impressionism,constantin-piliuta_flamenco,something else,The elegance of the dancers makes me joyful.,5
Romanticism,caspar-david-friedrich_morning-in-the-mountains,awe,so peaceful- love the mountains cause you feel so tiny next to them,5
Naive_Art_Primitivism,fernando-botero_lefty-and-his-gang,amusement,The colors are whimsical and the figures are comically exaggerated,5
Baroque,anthony-van-dyck_charles-i-and-queen-henrietta-maria-with-charles-prince-of-wales-and-princess-mary-1632,something else,Rich people sometimes evoke pity in me for the constraints they must endure.,7
Cubism,fernand-leger_three-sisters-1952,something else,I am surprised at the composition of this piece of art I am suprised nd want to know wht theres what appears to be a black child on  white amn or womans lap playing an accordion and why the colors were used,5
Realism,andrei-ryabushkin_sunday-in-the-village,amusement,"It feels unfinished, but also makes me intrigued",5
Early_Renaissance,domenico-ghirlandaio_meeting-of-augustus-and-the-sibyl,fear,the sun thing is kind of creepy,6
Impressionism,alfred-sisley_the-effect-of-snow-at-argenteuil-1874,awe,This makes me feel in awe of nature. I think it is deep and quite fascinating. It makes me feel like I want to go sledding outside.,5
Romanticism,caspar-david-friedrich_cross-in-the-forrest,awe,The light and colors transit a divine presence,5
Ukiyo_e,kitagawa-utamaro_courtesan-writing-a-letter,contentment,This woman is relaxed and reading a scroll. She seems bery calm and still.,5
High_Renaissance,leonardo-da-vinci_studies-of-the-arm-showing-the-movements-made-by-the-biceps,amusement,Makes me want to find out how medical information was years ago about human bones?,5
Color_Field_Painting,frank-stella_seward-park-1958,disgust,"ugly,meaningless,uncreative",5
Expressionism,andre-derain_not-detected-256142,contentment,This artwork makes me feel peaceful and like winding down after a long day!,5
Pointillism,theo-van-rysselberghe_morning-fog-over-the-port-of-veer-holland-1906,excitement,the colors are very relaxing,7
Color_Field_Painting,frank-stella_sinjerli-variation-iv-1977,awe,The colors are inspiring.,5
Pointillism,theo-van-rysselberghe_the-pointe-de-per-kiridec-at-roscoff,contentment,The water is calm and the waves rushing up to the rocks are not very high. Boats are sailing out on the open water.,6
Pop_Art,derek-boshier_untitled-5-pepsi-s-and-sun-2-guns-1962,amusement,This is an interesting abstract.,5
Naive_Art_Primitivism,fernando-botero_mona-lisa,amusement,I think the Mona Lisa needs to go on a diet.,6
Post_Impressionism,constantin-piliuta_still-life-with-flowers,contentment,I feel content with nature paintings though it could use some more color and bolder lines.,5
Fauvism,kazimir-malevich_head-of-peasant-1,fear,The man in the painting looks like he is unhinged from reality.,5
Naive_Art_Primitivism,fernando-botero_alof-of-vignancourt-after-caravaggio,amusement,I'm amused because of the way the people are shaped. The overemphasized roundness is just funny to me.,5
Abstract_Expressionism,cy-twombly_the-rose-iv,disgust,the red dripping down looks like blood. it doesn't look appealing at all,5
Contemporary_Realism,neil-welliver_two-trout-reflection,awe,"this is very interesting, it took me a moment to see that there were figures of fish",6
Color_Field_Painting,frank-stella_tetuan-iii-1973,amusement,It makes me feel amused as it looks like a pattern that a clown would wear.,5
Fauvism,kazimir-malevich_self-portrait,fear,The person in the painting looks like Dracula.,6
Ukiyo_e,kitagawa-utamaro_a-woman-watches-two-children,disgust,The subject matter of this print appears to be perversion.,5
Naive_Art_Primitivism,fernand-leger_women-in-compact,something else,This does not do anything for me.,6
Abstract_Expressionism,dan-christensen_chevade-1968,excitement,I love the colors and shapes used by the artist.   This is really expressive and bright,5
Baroque,anthony-van-dyck_james-stuart-duke-of-lennox-and-richmond-1633,contentment,The guys face is calm and he is loving towards th dog,6
Symbolism,fernand-khnopff_paganism-1910,contentment,The ladies in the photo are relaxed and happy,5
High_Renaissance,leonardo-da-vinci_study-for-the-kneeling-leda,fear,"The fact tha the face is covered is kind of creepy, aldo the whole situation is disturbing.",5
Pointillism,theo-van-rysselberghe_rainbow-1892,excitement,The animals and the ocean make it look like a fun place.,5
Fauvism,kazimir-malevich_head-of-peasant-1,amusement,the face is funny and the size of the head is odd,5
Pop_Art,edward-ruscha_ford-motor-city-portfolio-2009,contentment,The logo and the colors look very calm and good.,5
Early_Renaissance,carlo-crivelli_saint-thomas-aquinas-1476,something else,The man's importance is signified by the church being smaller than him.,5
Pointillism,richard-gerstl_flowering-meadow-with-trees-1907,contentment,"It makes me think of being a young child exploring the gardens and trees around me, pretending I am in a wild forest. Fun for the imagination",5
Color_Field_Painting,gene-davis_equinox-1965,something else,"I feel anxious looking at this, as it looks like a cross between a bar code and a TV test pattern.",5
Impressionism,alfred-sisley_the-lesson-1874,contentment,The children are studying or playing peacefully in a beautiful room.,5
Early_Renaissance,domenico-ghirlandaio_madonna-and-child-enthroned-with-saints,awe,The color scheme.,6
Impressionism,alfred-sisley_the-effect-of-snow-at-argenteuil-1874,contentment,The snow looks very nice along with the brown trees.,5
Abstract_Expressionism,dan-christensen_chevade-1968,excitement,my eyes had fun following the sqiggley lines,5
Fauvism,janos-mattis-teutsch_light-landscape-1917,excitement,Palm trees bustling in the wind with waves crashing.,5
Naive_Art_Primitivism,fernando-botero_happy-birthday,excitement,The piece of cake looks so yummy.,5
