art_style,painting,emotion,utterance,repetition,utterance_spelled,tokens,tokens_len,split,tokens_encoded,emotion_label
Symbolism,nicholas-roerich_monhigan-hope-1922,contentment,"It looks like a relaxing morning with only one ship setting sail, perhaps from some fishing village. It strikes me as the quiet life filled with people that live off the land.",5,it looks like a relaxing morning with only one ship setting sail perhaps from some fishing village it strikes me as the quiet life filled with people that live off the land,"['it', 'looks', 'like', 'a', 'relaxing', 'morning', 'with', 'only', 'one', 'ship', 'setting', 'sail', 'perhaps', 'from', 'some', 'fishing', 'village', 'it', 'strikes', 'me', 'as', 'the', 'quiet', 'life', 'filled', 'with', 'people', 'that', 'live', 'off', 'the', 'land']",32,train,"[1, 14, 15, 11, 6, 187, 677, 19, 352, 81, 506, 262, 1576, 563, 58, 97, 746, 386, 14, 1500, 16, 32, 4, 415, 2]",3
Art_Nouveau_Modern,nicholas-roerich_salome-with-head-of-st-john-the-baptist,awe,the people in the photo look as if they are ghostly lovers,10,the people in the photo look as if they are ghostly lovers,"['the', 'people', 'in', 'the', 'photo', 'look', 'as', 'if', 'they', 'are', 'ghostly', 'lovers']",12,train,"[1, 4, 40, 10, 4, 253, 20, 32, 79, 43, 17, 1249, 2238, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
Romanticism,ivan-aivazovsky_the-shipwreck-near-mountain-of-aphon-1856,fear,this looks like a scene of and with the smoke and the ship sinking,5,this looks like a scene of and with the smoke and the ship sinking,"['this', 'looks', 'like', 'a', 'scene', 'of', 'and', 'with', 'the', 'smoke', 'and', 'the', 'ship', 'sinking']",14,train,"[1, 12, 15, 11, 6, 52, 7, 5, 19, 4, 629, 5, 4, 506, 3715, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
Symbolism,nicholas-roerich_monhigan-study-1922-21,anger,"The painting is unfinished, lacks borders, colors, and most details.",5,the painting is unfinished lacks borders colors and most details,"['the', 'painting', 'is', 'unfinished', 'lacks', 'borders', 'colors', 'and', 'most', 'details']",10,train,"[1, 4, 22, 8, 736, 842, 2736, 21, 5, 569, 183, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
Romanticism,ivan-aivazovsky_the-sunrize-in-feodosiya-1855,contentment,The sun shining on the water makes everything look peaceful.,5,the sun shining on the water makes everything look peaceful,"['the', 'sun', 'shining', 'on', 'the', 'water', 'makes', 'everything', 'look', 'peaceful']",10,train,"[1, 4, 197, 665, 18, 4, 71, 24, 292, 20, 90, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Romanticism,ivan-aivazovsky_the-tempest-near-rocks-1875,fear,the gray stormy skies and rough water scare me i might drown,5,the gray stormy skies and rough water scare me i might drown,"['the', 'gray', 'stormy', 'skies', 'and', 'rough', 'water', 'scare', 'me', 'i', 'might', 'drown']",12,train,"[1, 4, 431, 1173, 802, 5, 593, 71, 2653, 16, 13, 461, 4718, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
Symbolism,nicholas-roerich_moonlight-sortavala-1918,amusement,the clouds look like really bad acne laden skin for some reason.,5,the clouds look like really bad acne laden skin for some reason,"['the', 'clouds', 'look', 'like', 'really', 'bad', 'acne', 'laden', 'skin', 'for', 'some', 'reason']",12,train,"[1, 4, 218, 20, 11, 74, 309, 3, 3, 363, 34, 97, 627, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Romanticism,ivan-aivazovsky_trebizond-from-the-sea-1856,fear,The seas are too rough for the ships to come out of this safely,5,the seas are too rough for the ships to come out of this safely,"['the', 'seas', 'are', 'too', 'rough', 'for', 'the', 'ships', 'to', 'come', 'out', 'of', 'this', 'safely']",14,train,"[1, 4, 2135, 17, 160, 593, 34, 4, 448, 9, 456, 49, 7, 12, 4281, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
Romanticism,ivan-aivazovsky_trebizond-from-the-sea-1875,excitement,The ships appear to be sailing against the rough seas to go on a exciting adventure.,5,the ships appear to be sailing against the rough seas to go on a exciting adventure,"['the', 'ships', 'appear', 'to', 'be', 'sailing', 'against', 'the', 'rough', 'seas', 'to', 'go', 'on', 'a', 'exciting', 'adventure']",16,train,"[1, 4, 448, 221, 9, 28, 800, 207, 4, 593, 2135, 9, 259, 18, 6, 236, 740, 2, 0, 0, 0, 0, 0, 0, 0]",5
Symbolism,nicholas-roerich_shekar-dzong-1937,something else,all of those little white houses look like tiny teeth,5,all of those little white houses look like tiny teeth,"['all', 'of', 'those', 'little', 'white', 'houses', 'look', 'like', 'tiny', 'teeth']",10,train,"[1, 64, 7, 391, 103, 65, 590, 20, 11, 716, 2297, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
Symbolism,nicholas-roerich_signs-of-christ-1924,awe,This is incredibly simple but I still love it as the figures are so well defined as well as their long hair,5,this is incredibly simple but i still love it as the figures are so well defined as well as their long hair,"['this', 'is', 'incredibly', 'simple', 'but', 'i', 'still', 'love', 'it', 'as', 'the', 'figures', 'are', 'so', 'well', 'defined', 'as', 'well', 'as', 'their', 'long', 'hair']",22,train,"[1, 12, 8, 916, 163, 33, 13, 191, 61, 14, 32, 4, 188, 17, 35, 86, 1461, 32, 86, 32, 88, 217, 200, 2, 0]",2
Symbolism,nicholas-roerich_mountains,contentment,The bright purple tone of the mountains look pretty but dangerous with the steep drops and curves,5,the bright purple tone of the mountains look pretty but dangerous with the steep drops and curves,"['the', 'bright', 'purple', 'tone', 'of', 'the', 'mountains', 'look', 'pretty', 'but', 'dangerous', 'with', 'the', 'steep', 'drops', 'and', 'curves']",17,train,"[1, 4, 69, 425, 453, 7, 4, 255, 20, 186, 33, 743, 19, 4, 5266, 3477, 5, 1459, 2, 0, 0, 0, 0, 0, 0]",3
Symbolism,nicholas-roerich_nag-lake-kashmir-1937,disgust,"This looks like the middle of a freezing winter with ice on the water, it's too cold",5,this looks like the middle of a freezing winter with ice on the water it's too cold,"['this', 'looks', 'like', 'the', 'middle', 'of', 'a', 'freezing', 'winter', 'with', 'ice', 'on', 'the', 'water', ""it's"", 'too', 'cold']",17,train,"[1, 12, 15, 11, 4, 318, 7, 6, 2383, 533, 19, 1251, 18, 4, 71, 56, 160, 333, 2, 0, 0, 0, 0, 0, 0]",4
Symbolism,nicholas-roerich_landscape-with-lake-and-tree-on-the-shore,contentment,The colors are soothing and the sky is glorious.,5,the colors are soothing and the sky is glorious,"['the', 'colors', 'are', 'soothing', 'and', 'the', 'sky', 'is', 'glorious']",9,train,"[1, 4, 21, 17, 368, 5, 4, 77, 8, 2390, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Symbolism,nicholas-roerich_spring-1931,contentment,this looks like the scenery from my cabin on one of my favorite vacations,5,this looks like the scenery from my cabin on one of my favorite vacations,"['this', 'looks', 'like', 'the', 'scenery', 'from', 'my', 'cabin', 'on', 'one', 'of', 'my', 'favorite', 'vacations']",14,train,"[1, 12, 15, 11, 4, 537, 58, 105, 2041, 18, 81, 7, 105, 901, 5377, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Symbolism,nicholas-roerich_st-mercurius-of-smolensk-1918,fear,The darkness and hooded people give this scene a spooky feel.,5,the darkness and hooded people give this scene a spooky feel,"['the', 'darkness', 'and', 'hooded', 'people', 'give', 'this', 'scene', 'a', 'spooky', 'feel']",11,train,"[1, 4, 296, 5, 2838, 40, 189, 12, 52, 6, 1236, 25, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
Symbolism,nicholas-roerich_pass-tangla,contentment,looks like a setting that could only happen in new mexico or arizona,5,looks like a setting that could only happen in new mexico or arizona,"['looks', 'like', 'a', 'setting', 'that', 'could', 'only', 'happen', 'in', 'new', 'mexico', 'or', 'arizona']",13,train,"[1, 15, 11, 6, 262, 26, 180, 352, 605, 10, 570, 3602, 51, 4496, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Symbolism,nicholas-roerich_study-of-mountains-10,something else,someone or something is casting a big shadow to the right,5,someone or something is casting a big shadow to the right,"['someone', 'or', 'something', 'is', 'casting', 'a', 'big', 'shadow', 'to', 'the', 'right']",11,train,"[1, 171, 51, 73, 8, 1744, 6, 302, 628, 9, 4, 216, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8
Realism,ilya-repin_follow-me-satan-1895,fear,its looks as though the dark angel or demon is winning in the fight of good vs evil,5,its looks as though the dark angel or demon is winning in the fight of good vs evil,"['its', 'looks', 'as', 'though', 'the', 'dark', 'angel', 'or', 'demon', 'is', 'winning', 'in', 'the', 'fight', 'of', 'good', 'vs', 'evil']",18,train,"[1, 114, 15, 32, 164, 4, 47, 413, 51, 1245, 8, 4440, 10, 4, 1025, 7, 130, 2979, 465, 2, 0, 0, 0, 0, 0]",6
Realism,ilya-repin_burlak-1873,awe,This period painting of the man feels like while he's looking down he is thinking deeply and sad at the same time.,5,this period painting of the man feels like while he's looking down he is thinking deeply and sad at the same time,"['this', 'period', 'painting', 'of', 'the', 'man', 'feels', 'like', 'while', ""he's"", 'looking', 'down', 'he', 'is', 'thinking', 'deeply', 'and', 'sad', 'at', 'the', 'same', 'time']",22,train,"[1, 12, 1011, 22, 7, 4, 30, 119, 11, 137, 223, 59, 132, 45, 8, 494, 2055, 5, 68, 29, 4, 393, 125, 2, 0]",2
Romanticism,ivan-aivazovsky_russian-turkish-sea-battle-of-sinop-on-18th-november-1853-1853,excitement,it looks like a war on sea and the sky is so good to look,5,it looks like a war on sea and the sky is so good to look,"['it', 'looks', 'like', 'a', 'war', 'on', 'sea', 'and', 'the', 'sky', 'is', 'so', 'good', 'to', 'look']",15,train,"[1, 14, 15, 11, 6, 498, 18, 324, 5, 4, 77, 8, 35, 130, 9, 20, 2, 0, 0, 0, 0, 0, 0, 0, 0]",5
Impressionism,claude-monet_snow-effect-at-falaise,sadness,The diagonal strokes of the landscape look like a mudslide.,5,the diagonal strokes of the landscape look like a mudslide,"['the', 'diagonal', 'strokes', 'of', 'the', 'landscape', 'look', 'like', 'a', 'mudslide']",10,train,"[1, 4, 3983, 241, 7, 4, 212, 20, 11, 6, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7
Realism,ilya-repin_dragon-fly-portrait-of-vera-repina-the-artist-s-daughter-1884,contentment,"This feels very whimsical, her dress is very ruffly and lively.",5,this feels very whimsical her dress is very ruffly and lively,"['this', 'feels', 'very', 'whimsical', 'her', 'dress', 'is', 'very', 'ruffly', 'and', 'lively']",11,train,"[1, 12, 119, 23, 965, 27, 157, 8, 23, 3, 5, 701, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Art_Nouveau_Modern,nicholas-roerich_untitled-1916-1,fear,The figures on the side seem to have faces but no other features.,5,the figures on the side seem to have faces but no other features,"['the', 'figures', 'on', 'the', 'side', 'seem', 'to', 'have', 'faces', 'but', 'no', 'other', 'features']",13,train,"[1, 4, 188, 18, 4, 299, 78, 9, 70, 220, 33, 134, 154, 499, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6
Impressionism,claude-monet_path-through-the-irises-01-1917,excitement,The bright colors highlighting the path is very inviting and fun,5,the bright colors highlighting the path is very inviting and fun,"['the', 'bright', 'colors', 'highlighting', 'the', 'path', 'is', 'very', 'inviting', 'and', 'fun']",11,train,"[1, 4, 69, 21, 3, 4, 635, 8, 23, 437, 5, 195, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
Impressionism,claude-monet_sainte-adresse-fishing-boats-on-the-shore,awe,Very realistic. Can picture myself there instantly just by looking at it.,5,very realistic can picture myself there instantly just by looking at it,"['very', 'realistic', 'can', 'picture', 'myself', 'there', 'instantly', 'just', 'by', 'looking', 'at', 'it']",12,train,"[1, 23, 260, 101, 54, 855, 48, 4892, 60, 62, 59, 29, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
Expressionism,lajos-tihanyi_self-portrait-1920-1,amusement,The arched eyebrow and pursed lips of the main figure.,5,the arched eyebrow and pursed lips of the main figure,"['the', 'arched', 'eyebrow', 'and', 'pursed', 'lips', 'of', 'the', 'main', 'figure']",10,train,"[1, 4, 3846, 4031, 5, 6759, 917, 7, 4, 982, 145, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Romanticism,ivan-aivazovsky_arrival-catherine-the-second-to-pheodosiya-1883,excitement,The villagers are at the sea's edge eagerly awaiting the ships return.,5,the villagers are at the sea's edge eagerly awaiting the ships return,"['the', 'villagers', 'are', 'at', 'the', ""sea's"", 'edge', 'eagerly', 'awaiting', 'the', 'ships', 'return']",12,train,"[1, 4, 1908, 17, 29, 4, 3, 1052, 5954, 3015, 4, 448, 3242, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
Realism,ilya-repin_portrait-of-writer-vladimir-grigorievich-chertkov-1890,sadness,this picture makes me sort of sad because of the look on the guys face.,5,this picture makes me sort of sad because of the look on the guys face,"['this', 'picture', 'makes', 'me', 'sort', 'of', 'sad', 'because', 'of', 'the', 'look', 'on', 'the', 'guys', 'face']",15,train,"[1, 12, 54, 24, 16, 410, 7, 68, 57, 7, 4, 20, 18, 4, 1222, 42, 2, 0, 0, 0, 0, 0, 0, 0, 0]",7
Impressionism,claude-monet_lighthouse-at-the-hospice,contentment,All ships have up anchored and set sail. The break in the clouds promises a good day for the ships.,5,all ships have up anchored and set sail the break in the clouds promises a good day for the ships,"['all', 'ships', 'have', 'up', 'anchored', 'and', 'set', 'sail', 'the', 'break', 'in', 'the', 'clouds', 'promises', 'a', 'good', 'day', 'for', 'the', 'ships']",20,train,"[1, 64, 448, 70, 106, 3349, 5, 576, 1576, 4, 1212, 10, 4, 218, 6734, 6, 130, 94, 34, 4, 448, 2, 0, 0, 0]",3
Impressionism,claude-monet_dahlias,contentment,The bright orange flowers contrasting with the pale yellow wall.,5,the bright orange flowers contrasting with the pale yellow wall,"['the', 'bright', 'orange', 'flowers', 'contrasting', 'with', 'the', 'pale', 'yellow', 'wall']",10,train,"[1, 4, 69, 213, 91, 672, 19, 4, 574, 121, 433, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Realism,ilya-mashkov_grapes,excitement,detail and colorful fruits make the painting attractive and real,5,detail and colorful fruits make the painting attractive and real,"['detail', 'and', 'colorful', 'fruits', 'make', 'the', 'painting', 'attractive', 'and', 'real']",10,train,"[1, 99, 5, 243, 787, 41, 4, 22, 718, 5, 323, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5
Romanticism,ivan-aivazovsky_the-monastery-of-george-cape-fiolent-1846,awe,The moon shines brightly on above the cliff like a lighthouse guiding lost ships.,5,the moon shines brightly on above the cliff like a lighthouse guiding lost ships,"['the', 'moon', 'shines', 'brightly', 'on', 'above', 'the', 'cliff', 'like', 'a', 'lighthouse', 'guiding', 'lost', 'ships']",14,train,"[1, 4, 724, 1801, 1148, 18, 423, 4, 1530, 11, 6, 4937, 6183, 438, 448, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
Expressionism,lovis-corinth_the-walchensee-with-mountain-range-and-shore-1925,contentment,like the view through the bushes on the left and the clear water,10,like the view through the bushes on the left and the clear water,"['like', 'the', 'view', 'through', 'the', 'bushes', 'on', 'the', 'left', 'and', 'the', 'clear', 'water']",13,train,"[1, 11, 4, 258, 198, 4, 1241, 18, 4, 263, 5, 4, 427, 71, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Impressionism,claude-monet_rouen-cathedral-at-sunset,contentment,It's so blurry but I feel as though this is a very beautiful church.,5,it's so blurry but i feel as though this is a very beautiful church,"[""it's"", 'so', 'blurry', 'but', 'i', 'feel', 'as', 'though', 'this', 'is', 'a', 'very', 'beautiful', 'church']",14,train,"[1, 56, 35, 579, 33, 13, 25, 32, 164, 12, 8, 6, 23, 55, 554, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Romanticism,ivan-aivazovsky_sunset-at-the-crimean-coast-1856,awe,I’m amazed by the vibrant colors of the sun against the sky and water.,5,i m amazed by the vibrant colors of the sun against the sky and water,"['i', 'm', 'amazed', 'by', 'the', 'vibrant', 'colors', 'of', 'the', 'sun', 'against', 'the', 'sky', 'and', 'water']",15,train,"[1, 13, 2103, 1352, 62, 4, 272, 21, 7, 4, 197, 207, 4, 77, 5, 71, 2, 0, 0, 0, 0, 0, 0, 0, 0]",2
Realism,ilya-repin_african-motiff,awe,The sand colors and splotches make the musician appear to be playing in a sandstorm.,5,the sand colors and splotches make the musician appear to be playing in a sandstorm,"['the', 'sand', 'colors', 'and', 'splotches', 'make', 'the', 'musician', 'appear', 'to', 'be', 'playing', 'in', 'a', 'sandstorm']",15,train,"[1, 4, 846, 21, 5, 1202, 41, 4, 2248, 221, 9, 28, 353, 10, 6, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0]",2
Art_Nouveau_Modern,raphael-kirchner_fantasy-1912,something else,This looks like something made specifically for this womans significant other and it feels wrong to even stare at it,5,this looks like something made specifically for this womans significant other and it feels wrong to even stare at it,"['this', 'looks', 'like', 'something', 'made', 'specifically', 'for', 'this', 'womans', 'significant', 'other', 'and', 'it', 'feels', 'wrong', 'to', 'even', 'stare', 'at', 'it']",20,train,"[1, 12, 15, 11, 73, 251, 2467, 34, 12, 737, 2462, 154, 5, 14, 119, 997, 9, 168, 860, 29, 14, 2, 0, 0, 0]",8
Baroque,rembrandt_bellona-1633,amusement,the armor looks good but the size is kinda funny,5,the armor looks good but the size is kinda funny,"['the', 'armor', 'looks', 'good', 'but', 'the', 'size', 'is', 'kinda', 'funny']",10,train,"[1, 4, 1394, 15, 130, 33, 4, 879, 8, 981, 206, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
Realism,ilya-repin_men-s-heads,something else,I feel pensive in looking at this painting as the man in it seems to be either lost in thought or observing something in each instance. It's very cerebral,6,i feel pensive in looking at this painting as the man in it seems to be either lost in thought or observing something in each instance it's very cerebral,"['i', 'feel', 'pensive', 'in', 'looking', 'at', 'this', 'painting', 'as', 'the', 'man', 'in', 'it', 'seems', 'to', 'be', 'either', 'lost', 'in', 'thought', 'or', 'observing', 'something', 'in', 'each', 'instance', ""it's"", 'very', 'cerebral']",29,train,"[1, 13, 25, 1566, 10, 59, 29, 12, 22, 32, 4, 30, 10, 14, 44, 9, 28, 560, 438, 10, 411, 51, 2431, 73, 2]",8
Symbolism,nicholas-roerich_monhigan-hope-1922,contentment,The purple at the horizon fading up into light.,5,the purple at the horizon fading up into light,"['the', 'purple', 'at', 'the', 'horizon', 'fading', 'up', 'into', 'light']",9,train,"[1, 4, 425, 29, 4, 1055, 1764, 106, 129, 112, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
Expressionism,joan-ponc_untitled-1946-2,sadness,even with bright and joyful colors the lines of age and the exhausted expression convey sadness and despair,5,even with bright and joyful colors the lines of age and the exhausted expression convey sadness and despair,"['even', 'with', 'bright', 'and', 'joyful', 'colors', 'the', 'lines', 'of', 'age', 'and', 'the', 'exhausted', 'expression', 'convey', 'sadness', 'and', 'despair']",18,train,"[1, 168, 19, 69, 5, 1372, 21, 4, 122, 7, 1016, 5, 4, 2067, 102, 865, 261, 5, 1112, 2, 0, 0, 0, 0, 0]",7
